,user,churn,predicted_churn
212,45271,0.0,0
213,4988,0.0,1
214,32108,1.0,1
215,48241,0.0,0
216,60209,0.0,0
217,68931,1.0,1
218,41323,0.0,1
219,19045,1.0,0
220,20055,1.0,1
221,60646,0.0,0
222,44655,0.0,0
223,35296,0.0,1
224,27277,0.0,0
225,9412,0.0,0
226,54353,0.0,1
227,44657,0.0,1
228,29680,1.0,1
229,8353,0.0,0
230,42930,1.0,1
231,24324,0.0,1
232,9051,0.0,1
233,52196,1.0,1
234,31840,0.0,1
235,33839,1.0,1
236,41922,1.0,1
237,14817,0.0,0
238,16379,0.0,0
239,16934,1.0,0
240,25379,1.0,1
241,33186,1.0,0
242,924,0.0,1
243,18996,0.0,1
244,18835,0.0,0
245,13259,0.0,1
246,44217,1.0,1
247,13198,0.0,0
248,65288,1.0,1
249,47813,0.0,0
250,4337,0.0,0
251,4081,1.0,0
252,36159,1.0,1
253,16965,1.0,1
254,40861,1.0,1
255,2897,0.0,1
256,30683,0.0,1
257,30825,1.0,0
258,3836,0.0,0
259,52517,0.0,1
260,13664,1.0,1
261,19238,1.0,0
262,5463,0.0,1
263,59483,0.0,1
264,38905,0.0,0
265,34497,0.0,0
266,12465,0.0,1
267,22104,0.0,0
268,42042,0.0,0
269,38681,1.0,1
270,25066,1.0,1
271,59665,0.0,1
272,53125,1.0,0
273,19144,0.0,1
274,37442,1.0,1
275,49422,0.0,1
276,54966,0.0,0
277,24158,0.0,0
278,60086,0.0,1
279,32306,1.0,1
280,41778,1.0,1
281,64463,1.0,0
282,55883,0.0,1
283,58499,0.0,1
284,6550,0.0,0
285,14931,0.0,1
286,42441,1.0,1
287,54795,0.0,0
288,66669,0.0,0
289,29717,0.0,1
290,38240,1.0,1
291,63528,0.0,1
292,5086,1.0,0
293,52138,1.0,1
294,47666,0.0,0
295,46279,0.0,0
296,41614,1.0,1
297,50378,1.0,0
298,7957,0.0,1
299,38656,1.0,1
300,3969,0.0,1
301,63917,0.0,1
302,67430,1.0,0
303,54819,0.0,0
304,7228,1.0,1
305,20195,0.0,0
306,23099,1.0,0
307,67047,1.0,0
308,69549,1.0,1
309,20148,0.0,0
310,27787,0.0,1
311,55003,1.0,0
312,65784,0.0,1
313,56246,0.0,0
314,4341,1.0,1
315,42655,1.0,0
316,1598,1.0,1
317,15733,1.0,1
318,48236,0.0,1
319,4287,0.0,1
320,65200,0.0,1
321,50887,1.0,1
322,18661,0.0,1
323,34927,1.0,1
324,2664,1.0,1
325,56733,0.0,0
326,38663,1.0,0
327,65254,1.0,1
328,27900,0.0,0
329,14660,0.0,0
330,21569,0.0,0
331,33181,1.0,1
332,49769,0.0,1
333,35204,1.0,1
334,21723,1.0,1
335,9268,0.0,1
336,42012,1.0,0
337,60270,0.0,0
338,61544,0.0,1
339,47099,0.0,0
340,19781,1.0,1
341,55963,0.0,1
342,63826,1.0,1
343,58761,0.0,0
344,17856,0.0,1
345,8249,0.0,1
346,7045,1.0,0
347,628,1.0,1
348,35860,0.0,0
349,59153,1.0,1
350,52427,1.0,0
351,16077,0.0,0
352,30095,0.0,1
353,38068,0.0,0
354,30101,0.0,0
355,57193,1.0,0
356,11932,1.0,1
357,60273,0.0,0
358,19271,1.0,1
359,46365,1.0,1
360,21227,0.0,0
361,45269,0.0,1
362,45525,1.0,0
363,50949,0.0,1
364,44729,1.0,0
365,27491,0.0,1
366,28851,0.0,1
367,68048,1.0,1
368,11745,1.0,1
369,33264,0.0,1
370,3257,1.0,0
371,10197,0.0,0
372,42146,0.0,1
373,28932,1.0,1
374,50234,1.0,1
375,3520,0.0,1
376,21556,0.0,1
377,26702,1.0,1
378,23252,1.0,0
379,53232,0.0,1
380,5053,1.0,0
381,53013,0.0,1
382,4825,1.0,1
383,67797,0.0,0
384,43243,1.0,0
385,28354,0.0,0
386,33376,0.0,0
387,8882,0.0,0
388,62134,1.0,1
389,19641,0.0,1
390,65963,0.0,1
391,60992,1.0,1
392,28233,0.0,0
393,54786,1.0,1
394,26732,0.0,0
395,68909,1.0,0
396,58481,0.0,1
397,54117,0.0,0
398,51881,1.0,1
399,23025,1.0,0
400,35317,1.0,1
401,46384,1.0,1
402,18143,1.0,0
403,49500,0.0,0
404,66012,0.0,1
405,522,1.0,1
406,50372,0.0,1
407,57318,1.0,1
408,61426,0.0,1
409,12503,1.0,1
410,23625,0.0,0
411,24146,0.0,1
412,44004,1.0,0
413,63543,1.0,1
414,40388,0.0,0
415,67209,0.0,0
416,51319,1.0,1
417,40282,0.0,1
418,58480,0.0,1
419,29695,0.0,1
420,679,0.0,0
421,40341,0.0,0
422,17449,1.0,0
423,58533,0.0,1
424,4886,0.0,1
425,48637,0.0,0
426,24721,0.0,1
427,36046,1.0,0
428,67478,0.0,1
429,66159,1.0,0
430,51485,0.0,1
431,22120,1.0,0
432,58948,1.0,1
433,2969,0.0,0
434,57194,0.0,1
435,38105,1.0,1
436,24344,0.0,1
437,11102,1.0,0
438,16365,0.0,1
439,11533,0.0,0
440,46084,0.0,0
441,24039,1.0,1
442,67549,1.0,0
443,10577,0.0,1
444,52922,1.0,1
445,46717,0.0,1
446,54772,1.0,1
447,25240,0.0,1
448,3213,1.0,1
449,10941,1.0,0
450,28970,0.0,0
451,28024,1.0,1
452,4212,0.0,1
453,6001,1.0,1
454,37107,0.0,0
455,29160,1.0,1
456,27945,1.0,1
457,27146,0.0,1
458,52543,0.0,1
459,20975,0.0,1
460,45808,1.0,1
461,50013,0.0,1
462,5475,1.0,1
463,15681,1.0,1
464,64684,1.0,0
465,65389,1.0,1
466,17036,0.0,0
467,20533,0.0,1
468,25515,1.0,0
469,35959,1.0,0
470,8752,1.0,1
471,24309,1.0,1
472,14014,0.0,1
473,590,0.0,0
474,36065,1.0,1
475,51453,0.0,1
476,44027,1.0,0
477,59411,0.0,1
478,67521,0.0,1
479,61921,1.0,1
480,11510,0.0,1
481,3530,1.0,1
482,8515,0.0,0
483,48518,0.0,1
484,26485,1.0,0
485,41332,0.0,0
486,1939,0.0,0
487,68833,0.0,1
488,40300,1.0,1
489,69433,1.0,0
490,23519,0.0,0
491,64706,1.0,0
492,13210,0.0,0
493,553,0.0,1
494,9370,1.0,1
495,962,0.0,1
496,42875,0.0,0
497,813,0.0,1
498,51551,0.0,1
499,51218,1.0,0
500,62547,1.0,1
501,67418,0.0,1
502,14128,1.0,0
503,24024,0.0,0
504,19487,0.0,0
505,46348,1.0,1
506,11559,0.0,0
507,57549,0.0,1
508,24322,1.0,0
509,48753,1.0,0
510,6452,1.0,0
511,48353,0.0,0
512,6634,1.0,0
513,31682,0.0,1
514,33085,1.0,1
515,34230,0.0,1
516,56769,1.0,1
517,41736,0.0,1
518,24464,0.0,1
519,55323,0.0,1
520,46663,0.0,0
521,45488,0.0,0
522,65955,1.0,1
523,64714,0.0,0
524,34592,0.0,1
525,22877,1.0,0
526,11625,0.0,0
527,46097,0.0,0
528,36534,0.0,1
529,21600,1.0,0
530,42361,1.0,1
531,48559,0.0,0
532,22081,0.0,1
533,48191,0.0,0
534,45357,0.0,1
535,57473,0.0,1
536,6730,0.0,0
537,13126,0.0,0
538,34003,0.0,0
539,27678,0.0,0
540,35386,1.0,1
541,31062,1.0,1
542,6958,1.0,1
543,25108,1.0,0
544,45367,0.0,0
545,54198,1.0,1
546,46063,0.0,0
547,18307,0.0,1
548,17488,0.0,1
549,53016,1.0,0
550,17956,0.0,0
551,31378,1.0,0
552,39356,1.0,0
553,28889,0.0,1
554,58800,1.0,0
555,55985,1.0,0
556,6864,0.0,0
557,59920,1.0,0
558,60963,0.0,0
559,56536,0.0,1
560,54560,0.0,1
561,16762,0.0,1
562,30603,0.0,0
563,60874,1.0,0
564,11363,1.0,1
565,3592,0.0,1
566,42287,0.0,0
567,4889,1.0,1
568,36054,0.0,1
569,41215,1.0,1
570,18973,0.0,1
571,8899,0.0,1
572,13314,0.0,1
573,48911,1.0,0
574,48136,0.0,1
575,45564,0.0,1
576,21857,1.0,1
577,47454,0.0,1
578,6138,0.0,1
579,63020,0.0,1
580,41145,0.0,1
581,7479,1.0,0
582,53220,1.0,0
583,39117,1.0,1
584,46359,0.0,1
585,14735,0.0,1
586,13799,0.0,0
587,6056,0.0,1
588,6732,0.0,0
589,54031,1.0,0
590,51296,0.0,0
591,49643,1.0,1
592,31183,1.0,0
593,56006,0.0,1
594,50820,1.0,1
595,12560,0.0,1
596,31218,1.0,1
597,62609,0.0,0
598,7420,0.0,1
599,51020,0.0,0
600,68908,1.0,0
601,48738,0.0,0
602,5626,0.0,0
603,34904,1.0,1
604,60896,0.0,0
605,49078,1.0,0
606,63505,0.0,0
607,45652,0.0,1
608,33094,0.0,1
609,51045,0.0,0
610,20103,1.0,1
611,16243,0.0,1
612,7336,0.0,1
613,8607,0.0,1
614,47065,0.0,0
615,30442,1.0,0
616,21060,1.0,1
617,61066,1.0,1
618,12188,0.0,1
619,63861,0.0,1
620,10133,1.0,1
621,55801,0.0,1
622,64978,0.0,1
623,4444,0.0,0
624,55204,1.0,1
625,13283,0.0,0
626,69491,1.0,0
627,15788,0.0,0
628,22671,1.0,1
629,66726,1.0,0
630,55669,1.0,0
631,52408,0.0,0
632,17904,1.0,1
633,64674,1.0,1
634,50018,0.0,1
635,57594,0.0,1
636,11246,0.0,0
637,35923,0.0,0
638,27065,0.0,1
639,48969,0.0,1
640,36570,1.0,1
641,46498,0.0,1
642,45207,0.0,1
643,30190,1.0,0
644,69570,0.0,1
645,36089,1.0,1
646,6059,0.0,1
647,55841,1.0,0
648,16393,0.0,1
649,30878,0.0,0
650,42959,1.0,0
651,33652,1.0,1
652,60952,0.0,0
653,35586,0.0,1
654,9573,0.0,0
655,57711,0.0,1
656,10185,0.0,1
657,60225,0.0,1
658,56610,1.0,1
659,46583,0.0,1
660,8411,0.0,0
661,29451,0.0,0
662,15035,0.0,1
663,22700,1.0,0
664,16592,1.0,1
665,22351,0.0,1
666,34223,0.0,1
667,15061,0.0,1
668,28734,1.0,1
669,35057,0.0,1
670,61695,1.0,0
671,49322,0.0,0
672,28824,0.0,1
673,22056,0.0,0
674,32389,0.0,0
675,6836,1.0,1
676,34122,0.0,1
677,31096,0.0,0
678,749,0.0,0
679,1284,1.0,1
680,54516,0.0,1
681,40771,0.0,0
682,15366,0.0,1
683,64477,0.0,1
684,29837,1.0,1
685,42466,1.0,0
686,34997,0.0,1
687,244,1.0,0
688,53587,0.0,1
689,59697,0.0,1
690,43267,1.0,1
691,63529,0.0,1
692,53552,1.0,0
693,9403,1.0,1
694,28529,0.0,1
695,49215,1.0,1
696,65498,1.0,0
697,25512,0.0,0
698,47711,0.0,1
699,58525,1.0,0
700,57905,0.0,0
701,30964,0.0,1
702,9014,0.0,1
703,42617,1.0,1
704,45709,0.0,1
705,7416,0.0,1
706,17060,0.0,0
707,19665,1.0,1
708,1899,0.0,0
709,10397,0.0,1
710,4294,0.0,0
711,47560,0.0,1
712,26334,0.0,0
713,59391,1.0,0
714,39809,0.0,1
715,41518,0.0,1
716,7578,1.0,1
717,66202,1.0,0
718,43516,1.0,1
719,25030,0.0,1
720,44141,0.0,0
721,52760,0.0,1
722,53089,1.0,1
723,58584,0.0,1
724,47355,0.0,1
725,49492,1.0,1
726,55870,0.0,1
727,62071,1.0,1
728,251,1.0,1
729,49480,1.0,1
730,5322,1.0,0
731,58851,0.0,0
732,36862,0.0,1
733,58782,1.0,0
734,59996,0.0,0
735,2284,0.0,1
736,55493,0.0,1
737,43550,1.0,0
738,43878,0.0,0
739,54849,0.0,1
740,55063,1.0,0
741,65299,0.0,1
742,28307,0.0,1
743,31864,0.0,1
744,41247,0.0,1
745,25377,0.0,0
746,24168,1.0,0
747,25350,0.0,1
748,16502,1.0,1
749,65085,1.0,0
750,699,1.0,0
751,39819,1.0,1
752,13951,0.0,0
753,38401,0.0,0
754,21828,0.0,1
755,8533,0.0,0
756,59617,0.0,0
757,17661,0.0,1
758,24754,1.0,0
759,18518,0.0,1
760,5535,0.0,0
761,30944,1.0,1
762,1508,1.0,1
763,41368,1.0,0
764,44331,0.0,1
765,10639,0.0,0
766,8246,0.0,0
767,56663,0.0,0
768,17499,0.0,1
769,45302,1.0,0
770,19526,1.0,0
771,3371,1.0,0
772,55539,0.0,1
773,26432,0.0,0
774,25295,1.0,1
775,9536,0.0,1
776,44485,1.0,1
777,51872,0.0,0
778,30570,1.0,0
779,58488,0.0,1
780,60792,1.0,1
781,40657,0.0,1
782,7762,0.0,1
783,65200,0.0,1
784,16745,0.0,0
785,50408,0.0,1
786,59697,0.0,0
787,31649,1.0,0
788,1096,0.0,0
789,39181,1.0,1
790,53916,0.0,0
791,9300,1.0,1
792,33280,0.0,0
793,66272,1.0,1
794,21080,0.0,1
795,55668,0.0,0
796,51293,1.0,1
797,3286,0.0,0
798,59371,1.0,1
799,31770,0.0,0
800,51957,0.0,1
801,15943,0.0,0
802,41546,0.0,0
803,33193,0.0,0
804,39289,0.0,0
805,21501,1.0,0
806,66391,0.0,0
807,3817,0.0,1
808,24429,0.0,1
809,42586,1.0,1
810,3834,0.0,0
811,58868,1.0,1
812,35452,0.0,0
813,58067,1.0,0
814,23589,0.0,1
815,47544,1.0,0
816,49844,0.0,1
817,37130,1.0,1
818,46594,0.0,1
819,28961,1.0,0
820,41952,1.0,0
821,49475,1.0,0
822,57341,1.0,0
823,26010,1.0,1
824,61600,1.0,1
825,65612,0.0,1
826,23681,0.0,1
827,54089,0.0,0
828,56073,0.0,0
829,54919,0.0,1
830,18591,1.0,0
831,38948,1.0,0
832,19716,0.0,0
833,24161,0.0,0
834,55921,0.0,0
835,4118,0.0,1
836,39521,0.0,0
837,39506,0.0,0
838,48514,1.0,1
839,58028,1.0,0
840,41660,1.0,1
841,35430,0.0,1
842,42296,1.0,1
843,24666,0.0,0
844,12088,0.0,1
845,34592,0.0,1
846,37342,1.0,0
847,24808,1.0,0
848,50147,0.0,1
849,8098,0.0,0
850,55222,0.0,1
851,66056,0.0,1
852,10468,1.0,1
853,20400,1.0,0
854,35338,0.0,0
855,56291,1.0,0
856,6592,0.0,1
857,26753,0.0,1
858,24368,1.0,0
859,39136,0.0,0
860,40225,1.0,1
861,2892,0.0,1
862,23591,0.0,0
863,24404,0.0,1
864,8887,0.0,1
865,869,1.0,0
866,25296,0.0,0
867,6426,0.0,1
868,9096,0.0,1
869,20390,0.0,1
870,63494,0.0,1
871,52970,1.0,1
872,59459,0.0,1
873,61021,1.0,1
874,36690,0.0,0
875,36401,1.0,1
876,44668,1.0,1
877,51997,1.0,0
878,33789,0.0,0
879,513,0.0,1
880,40567,1.0,1
881,63156,1.0,0
882,38884,0.0,1
883,48609,0.0,0
884,23645,1.0,1
885,27835,1.0,1
886,19705,1.0,0
887,54290,0.0,1
888,27861,0.0,1
889,51911,0.0,1
890,48901,0.0,1
891,7543,1.0,1
892,61497,1.0,0
893,68282,1.0,1
894,9610,1.0,0
895,10090,0.0,1
896,15251,1.0,1
897,48659,1.0,0
898,9932,1.0,1
899,7278,0.0,1
900,21993,0.0,1
901,11875,1.0,1
902,50684,0.0,0
903,1634,0.0,1
904,58433,0.0,1
905,21615,1.0,1
906,65206,1.0,1
907,10985,0.0,0
908,7550,0.0,1
909,40719,1.0,1
910,38430,1.0,1
911,39269,1.0,1
912,50930,0.0,0
913,32582,0.0,0
914,56882,1.0,0
915,64316,1.0,1
916,19955,1.0,1
917,58005,0.0,1
918,62960,0.0,1
919,42652,1.0,1
920,59672,0.0,1
921,7222,1.0,1
922,8288,0.0,1
923,6672,1.0,1
924,11883,0.0,1
925,57944,1.0,0
926,52303,0.0,0
927,36317,1.0,0
928,41152,0.0,0
929,25534,1.0,1
930,69247,0.0,1
931,60827,1.0,1
932,6756,1.0,0
933,25943,1.0,1
934,17358,1.0,1
935,56990,1.0,0
936,1215,0.0,1
937,14562,1.0,0
938,51508,0.0,0
939,41045,0.0,0
940,3681,0.0,0
941,66754,1.0,1
942,12257,0.0,0
943,64371,0.0,0
944,12460,0.0,1
945,57418,0.0,1
946,9800,1.0,1
947,30803,0.0,1
948,39007,0.0,1
949,33206,0.0,1
950,43593,1.0,1
951,25647,0.0,0
952,18273,0.0,1
953,46052,1.0,1
954,11276,1.0,1
955,67875,1.0,1
956,33907,0.0,0
957,26911,0.0,0
958,57007,1.0,0
959,14310,1.0,1
960,57721,0.0,1
961,21901,1.0,1
962,27982,1.0,1
963,60189,0.0,1
964,62,0.0,0
965,47667,1.0,1
966,29546,0.0,0
967,31322,0.0,1
968,39577,1.0,1
969,50582,1.0,1
970,12260,1.0,0
971,69238,1.0,0
972,24771,0.0,1
973,49601,0.0,1
974,60275,0.0,1
975,14869,1.0,0
976,54319,1.0,0
977,52134,1.0,1
978,30925,0.0,0
979,16353,1.0,1
980,37620,1.0,1
981,68503,0.0,1
982,26207,0.0,1
983,61363,0.0,1
984,17412,0.0,0
985,55569,1.0,0
986,25085,0.0,0
987,62352,1.0,1
988,2985,0.0,0
989,54722,1.0,1
990,5805,1.0,1
991,61942,1.0,0
992,62204,1.0,0
993,10425,0.0,0
994,13041,0.0,0
995,13465,0.0,0
996,55397,0.0,0
997,59075,1.0,1
998,34696,1.0,0
999,40310,0.0,1
1000,35523,0.0,0
1001,23906,1.0,0
1002,65930,0.0,0
1003,28844,1.0,0
1004,22787,1.0,1
1005,63832,0.0,0
1006,35423,0.0,1
1007,15612,0.0,1
1008,13278,1.0,0
1009,21969,1.0,1
1010,26886,0.0,1
1011,7286,1.0,0
1012,57556,1.0,1
1013,67016,0.0,1
1014,16101,1.0,0
1015,57270,0.0,1
1016,60951,0.0,1
1017,53086,0.0,0
1018,4080,1.0,0
1019,25615,0.0,1
1020,55496,1.0,0
1021,9596,0.0,1
1022,21409,0.0,1
1023,48990,0.0,1
1024,1817,1.0,1
1025,28126,0.0,1
1026,65701,1.0,1
1027,48500,0.0,0
1028,35853,0.0,1
1029,39621,1.0,1
1030,26990,1.0,1
1031,58294,0.0,1
1032,1518,0.0,0
1033,49826,1.0,1
1034,51163,1.0,1
1035,60425,0.0,0
1036,60975,0.0,0
1037,6675,1.0,0
1038,31457,0.0,1
1039,42876,0.0,1
1040,8190,0.0,1
1041,1462,0.0,0
1042,25437,0.0,1
1043,6659,1.0,0
1044,25198,0.0,1
1045,47189,1.0,1
1046,63343,0.0,1
1047,34938,1.0,0
1048,17686,0.0,1
1049,7356,0.0,0
1050,45099,0.0,1
1051,35293,1.0,1
1052,58509,0.0,1
1053,32146,0.0,1
1054,66380,0.0,0
1055,18183,0.0,1
1056,6422,0.0,1
1057,60207,1.0,1
1058,29684,1.0,0
1059,52971,0.0,1
1060,4542,0.0,1
1061,1839,0.0,0
1062,6451,0.0,1
1063,45221,0.0,1
1064,28376,0.0,0
1065,37239,0.0,1
1066,59813,1.0,0
1067,19029,0.0,0
1068,15416,1.0,0
1069,28174,0.0,0
1070,35342,0.0,1
1071,9732,0.0,1
1072,56838,0.0,0
1073,8263,1.0,0
1074,60069,1.0,0
1075,48394,1.0,1
1076,18851,0.0,1
1077,30885,1.0,0
1078,60262,1.0,0
1079,40483,0.0,0
1080,56378,0.0,1
1081,1080,0.0,0
1082,41223,0.0,1
1083,32513,0.0,1
1084,1084,0.0,0
1085,25420,0.0,1
1086,60464,1.0,1
1087,10511,0.0,0
1088,30901,0.0,0
1089,41661,0.0,0
1090,29876,0.0,0
1091,52905,0.0,0
1092,55191,1.0,0
1093,46433,1.0,0
1094,2936,0.0,0
1095,56062,0.0,1
1096,20966,0.0,0
1097,58929,0.0,0
1098,44068,0.0,1
1099,28876,0.0,1
1100,51880,0.0,0
1101,35753,0.0,1
1102,42902,0.0,0
1103,36279,1.0,1
1104,11586,1.0,0
1105,26581,0.0,1
1106,47948,1.0,1
1107,47345,1.0,1
1108,6527,0.0,1
1109,8122,1.0,1
1110,65253,0.0,1
1111,50844,1.0,0
1112,29309,1.0,1
1113,60421,1.0,1
1114,65405,0.0,1
1115,11968,0.0,1
1116,48533,1.0,1
1117,50164,0.0,0
1118,60813,0.0,0
1119,15058,1.0,1
1120,32334,0.0,1
1121,9416,1.0,1
1122,9081,0.0,1
1123,57006,1.0,0
1124,61513,0.0,1
1125,2594,0.0,0
1126,38838,1.0,0
1127,11518,1.0,0
1128,52719,0.0,1
1129,47541,0.0,0
1130,20399,0.0,0
1131,53962,1.0,1
1132,13615,1.0,1
1133,45140,1.0,0
1134,32787,0.0,0
1135,61208,0.0,0
1136,67869,0.0,1
1137,42517,1.0,1
1138,58453,1.0,1
1139,21853,0.0,1
1140,42772,0.0,1
1141,17433,0.0,0
1142,14140,0.0,1
1143,15277,1.0,1
1144,28834,1.0,1
1145,7563,1.0,1
1146,32998,0.0,1
1147,63380,1.0,1
1148,64797,1.0,1
1149,15083,0.0,1
1150,18292,0.0,0
1151,20339,0.0,1
1152,52302,0.0,0
1153,18098,0.0,1
1154,51123,1.0,1
1155,66437,1.0,0
1156,16413,0.0,0
1157,62502,0.0,1
1158,24341,1.0,1
1159,52960,1.0,0
1160,10083,1.0,1
1161,48420,0.0,1
1162,42482,1.0,0
1163,34410,1.0,0
1164,25617,0.0,1
1165,42092,0.0,0
1166,33356,0.0,0
1167,61852,0.0,1
1168,68898,1.0,1
1169,64775,1.0,1
1170,44218,1.0,1
1171,13152,1.0,1
1172,28254,1.0,0
1173,54627,0.0,1
1174,30680,0.0,0
1175,23470,0.0,1
1176,56566,1.0,0
1177,66673,1.0,1
1178,41968,1.0,1
1179,6379,1.0,0
1180,42760,1.0,0
1181,39446,0.0,1
1182,64174,1.0,1
1183,49099,1.0,0
1184,18775,1.0,1
1185,20766,1.0,0
1186,6987,0.0,0
1187,1788,0.0,1
1188,68619,1.0,0
1189,39257,0.0,1
1190,28568,0.0,1
1191,20274,0.0,0
1192,19436,0.0,1
1193,9963,0.0,0
1194,10172,0.0,1
1195,53589,0.0,1
1196,14597,0.0,1
1197,57950,1.0,1
1198,68877,0.0,0
1199,24893,1.0,1
1200,35611,0.0,1
1201,54766,0.0,1
1202,59043,0.0,1
1203,61055,0.0,1
1204,45720,1.0,1
1205,67785,0.0,1
1206,60511,1.0,0
1207,40350,0.0,0
1208,30458,0.0,1
1209,16151,0.0,1
1210,67907,0.0,1
1211,27354,0.0,1
1212,67639,0.0,1
1213,30817,1.0,1
1214,60053,1.0,1
1215,64987,0.0,0
1216,64424,1.0,1
1217,51177,0.0,0
1218,53835,0.0,1
1219,52612,0.0,1
1220,58875,0.0,0
1221,54890,0.0,1
1222,41945,1.0,1
1223,46550,1.0,0
1224,8589,1.0,0
1225,13205,0.0,0
1226,8742,1.0,0
1227,8544,1.0,1
1228,31230,1.0,1
1229,28701,1.0,1
1230,60280,0.0,1
1231,1499,1.0,1
1232,66173,0.0,1
1233,57414,0.0,0
1234,17232,1.0,0
1235,45618,1.0,0
1236,69369,1.0,1
1237,47942,0.0,1
1238,54120,0.0,0
1239,52743,0.0,0
1240,30035,1.0,1
1241,63680,0.0,1
1242,6886,1.0,1
1243,7826,1.0,0
1244,9361,0.0,0
1245,14340,0.0,1
1246,17324,1.0,1
1247,68490,0.0,1
1248,1620,0.0,1
